index,username,tweet_id,tweet_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
448,CnameX,1.74E+18,จากใจคนอยู่ประเทศที่ผังเมืองดีนะ เปลี่ยนเถอะ กรุงเทพ อุบาทว์ ทุกอย่าง เมืองเหี้ย ทางเดินเหี้ย ทั้งหมด ท้อ แค่สายไฟก็ท้อละ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 21:37:28,2024-02-20 20:54:44,https://twitter.com/CnameX/status/1744473419100680477,,,[]
449,nichieme,1.74E+18,สวมบทเมืองที่ถูกต้องถูกใจผังสวย มีสีเขียว ทางเท้ากว้าง 2 เมตรขอเวรคืนที่(ซึ่งรัฐต้องจ่ายเงิน)ไล่ทุบทุกตึก/บ้าน แล้ววางผัง/ข้อกำหนดใหม่ ประชาชนกทม ยอมเสียเพื่อการวางระบบให้ลูกหลานเราในอนาคตได้ เจ้าของกรรมสิทธิ์ที่ดินยอมสละ แล้วนั่งพัฒนาไปพร้อม ก้าวหน้าที่แท้จริงเลยทีนี้ สวยพี่สวย https://x.com/zabiqa_028/sta/zabiqa_028/status/1744382731058848107…,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 16:03:30,2024-02-20 20:54:44,https://twitter.com/nichieme/status/1744389372085252097,,,[]
450,Viput_srivaurai,1.74E+18,"ดำเนินการแก้ไขปัญหาร้องเรียน
ต้นสัปดาห์กันต่อครับ

- ซ่อมแซมพื้นผิวทางเท้า ถนนสุรวงศ์
- จัดระเบียบสายสื่อสาร หน้าลานกีฬาใต้ทางด่วนมหานคร ฝั่งสี่พระยา
- ซ่อมแซมพื้นผิวถนน ซอยศาลาแดง 1/1
- ซ่อมแซมฝาท่อระบายน้ำชำรุด ซอยสันติภาพ

ส่วนภารกิจในสภากทม.วันนี้เป็นวาระของการพิจารณา…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 13:34:20,2024-02-20 20:54:44,https://twitter.com/Viput_srivaurai/status/1744351834775355711,ศาลาแดง,,"['https://pbs.twimg.com/media/GDUuvIBWYAAB1jX?format=jpg&name=small', 'https://pbs.twimg.com/media/GDUuvIFWQAEx3bu?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GDUuvIAWcAA_ljn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GDUuvIBWEAEyT4H?format=jpg&name=small']"
451,ftdm06,1.74E+18,อึ้ง กรุงเทพมีที่แบบนี้ด้วย ทางเดินเลียบคลองสะอาดหูสะอาดตาผิดปกติมาก น้องจูบเก่งเว้อ52552552555,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 12:47:02,2024-02-20 20:54:44,https://twitter.com/ftdm06/status/1744339931219337407,,,['https://pbs.twimg.com/media/GDP7VLXawAAC2Pc?format=jpg&name=small']
452,dpentm,1.74E+18,เข้าใจเว้ยยย ทรงวาดทางเดินมันแคบแหละ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2024-01-08 11:46:52,2024-02-20 21:18:44,https://twitter.com/dpentm/status/1744324789035221118,ทรงวาด,,['https://pbs.twimg.com/media/GDUWJjLawAA2lgQ?format=jpg&name=small']
453,thirtynovam,1.74E+18,รีล่าวันนี้กูถ่ายทางเท้าตรงพระราม 9 ให้เลยละกัน กุหัวจะทิ่มแทบทุกวัน5555,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2024-01-08 9:47:14,2024-02-20 21:31:19,https://twitter.com/thirtynovam/status/1744294684909088940,พระราม 9,,[]
454,anaqgoesmeow,1.74E+18,แล้วเจอน้องแมวส้มสวนลุมมีแผล เลยส่งไปให้ทาง Traffy Fondue ช่วยจัดการ วันนี้เข้าส่งรูปน้องมาให้แล้วว ฮือ เจ้าส้มได้ทำแผลแล้วนะ  ดีจังงง อยากให้ทุกคนใช้ Traffy Fondue กันเยอะ ๆ แก้ปัญหาได้หลายเรื่อง ทางเท้า ท่อ เสาไฟ หรือถ้าไม่รู้จะเลือกอะไรก็เลือก ๆ เพื่อนชัชชาติไปก่อน55555,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 7:47:01,2024-02-20 20:54:44,https://twitter.com/anaqgoesmeow/status/1744264430677094784,,,"['https://pbs.twimg.com/media/GDTfQIzawAAxcrS?format=jpg&name=small', 'https://pbs.twimg.com/media/GDTfQH2a8AAm2pG?format=jpg&name=small']"
455,nakaknungpee,1.74E+18,"มันไม่ได้วางแผนผังเมือง ทีสิสเป็นร้อยก็แก้ปัญหาไม่ได้ คำตอบตอนหลังคือ ไม่แก้ แต่ต้องกระจายความเจริญแทน มันก็จะลดปัญหาแออัดต่างๆได้

พื้นที่สาธารณะไม่เพียงพอ 
ฟุตปาธทางเดินหลายที่ก็ขยายไม่ได้แล้ว 
ละ priority หลักของ กทม มันคือรถยนต์มาก่อนอะ จะมาทำทีหลังมันก็ยากแล้ว",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 6:12:33,2024-02-20 20:54:44,https://twitter.com/nakaknungpee/status/1744240655705268633,,,[]
456,ka_mung,1.74E+18,"เนี่ย สิงคโปร์ เหมือนตลาดที่ไทยปัจจุบันหลายแห่ง
เค้าแก้ได้เพราะเฆี่ยนมันเข้าไป ใครทำสกปรกพูดไม่ฟังหวดแหลก

ตัดมาที่ผู้ว่า กทม ปัจจุบันยังบอกให้ยอมรับขายของบนทางเท้าอยู่เลย แล้วพวกเมิงทั้งนั้นที่เลือก

ดันอยากได้ผลลัพธ์แบบสิงคโปร์",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 4:08:42,2024-02-20 20:54:44,https://twitter.com/ka_mung/status/1744209489954472242,,,['https://pbs.twimg.com/media/GDSs4aAacAAngQS?format=jpg&name=small']
457,PongpunPromjun,1.74E+18,"ขอเชิญทุกท่านร่วมทำแบบสอบถามความคิดเห็น ในประเด็นการสัญจรด้วยการเดินเท้าบนถนนราชวิถี 
พร้อมทั้งการให้ความเห็นต่อทางเดินเท้าในพื้นที่ ตลอดจนการพัฒนา Skywalk เชื่อมระหว่างอนุสาวรีย์ชัยสมรภูมิกับโรงพยาบาลในพื้นที่ 
CR.กรุงเทพมหานคร
#ชัชชาติ",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-08 2:31:16,2024-02-20 20:54:44,https://twitter.com/PongpunPromjun/status/1744184966479761809,ราชวิถี,,['https://pbs.twimg.com/media/GDSW-76bcAANdP0?format=jpg&name=small']
458,Vividdream1995,1.74E+18,เมื่อก่อนนี่ชอบเดินมาก เคยเดินจากเทเวศน์ไปแดกเหล้าข้าวสารขาไปเดินขากลับเมาๆนี่ก็เดินจนสร่างแวะซื้อโจ๊กกลับไปกินบ้านด้วยแต่หลังจากสะดุดล้มเพราะอิอิฐฟุตบาทมันกระเดิดขึ้นมาจนเข่าแตกมือแหกกูก็หยุดเดินอีกเลย กลิ้งเอา,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2024-01-07 14:13:26,2024-02-20 21:10:43,https://twitter.com/Vividdream1995/status/1743999286768226422,ข้าวสาร,,[]
459,mixmix_bb,1.74E+18,ฟุตบาทญี่ปุ่นทำน้องมิกเจ่บ  รอแป๊บนะแม่ต๋าเพิ่งแลนด์ถึงกรุงเทพ เด่วหาตั๋วบินไปจัดการทุบฟุตบาทที่นู้นให้ แย่มากๆ  @wixxiws #mixxiw,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-07 12:59:03,2024-02-20 20:54:44,https://twitter.com/mixmix_bb/status/1743980567568552126,,,['https://pbs.twimg.com/media/GDPdFCUaQAAFPje?format=jpg&name=900x900']
460,ninihanami,1.74E+18,โห่แม่งจริงมาก เดินยากสุดๆทุกวันนี้เหมือนนี่ทำภารกิจอะไรสักอย่าง คือถ้าขับรถออกไปก็ภาวนาเอานะว่ามีที่จอดรถมั้ย ละซอยตันเยอะมากๆ ฟุตบาทเหี้ยมากกแคบสุดๆเพราะคนขายของเยอะ ทางก็แคบ นี้อยากวางระเบิดกรุงเทพแล้วสร้างผังเมืองใหม่มากอะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-07 11:15:15,2024-02-20 20:54:44,https://twitter.com/ninihanami/status/1743954445678018834,,,[]
461,Decem92,1.74E+18,"ข้อสองถ้าสำหรับคนตจว.คือยากมากค่ะเพราะหน่วยพยาบาลไม่เพียงพอ แม้แต่ในกทม.สำหรับคนถือบัตรของรัฐต้องมารอคิวตั้งแค่ตี 5 เคยไปตั้งโต๊ะรพ.รัฐแห่งหนึงคนแก่ต้องมานอนรอตามทางเดิน
ถ้าแก้ปห.เรื่องนี้ได้จะเริดมากแต่เข้าใจว่ายากมาก",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-07 8:20:16,2024-02-20 20:54:44,https://twitter.com/Decem92/status/1743910409273528377,,,[]
462,cpptw,1.74E+18,จริงๆมันสร้างตั้งแต่ไม่ถนนเลยนะ พ่อบอกตั้งแต่ถนนเลนเดียวมั้ง ถมคลองทำถนนซัมติง เมื่อก่อนไม่ถึงเซน2ด้วยซ้ำ ทำแล้วทำอีก ทำจนปจบแม่งกี่เลนละวะ 14หรอ5555555 แล้วพระราม 2ยาวชห ทุบนู้นทำนี้ ฟุตบาทก้ทุบ ล่าสุดทำโทลเวย์ จะเสร็จกี่โมงงง,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระรามที่ 9"" OR ""พระราม9"" OR ""พระรามที่1"" OR ""พระราม1"" OR ""พระราม 1"" OR ""พระรามที่2"" OR ""พระราม2"" OR ""พระราม 2"" OR ""พระรามที่3"" OR ""พระราม4"" OR ""พระราม 3"" OR ""พระรามที่4"" OR ""พระราม4"" OR ""พระราม 4"" OR ""พระรามที่5"")",2024-01-07 6:05:02,2024-02-20 22:15:05,https://twitter.com/cpptw/status/1743876376808349907,,,['https://pbs.twimg.com/media/GDIfr4zbkAEfiCn?format=jpg&name=small']
463,OakkyVerse,1.74E+18,ทางเท้ากทม. ปลูกต้นไม้ใหญ่ เพื่อมาตัดให้โกร๋น สุดท้ายแม่งทำหน้าที่สร้างร่มเงายังไม่ได้ มีประโยชน์แค่ให้มาเกะกะทางเดินอย่างเดียว,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-07 2:43:29,2024-02-20 20:54:44,https://twitter.com/OakkyVerse/status/1743825654666481796,,,[]
464,siwanich,1.74E+18,ฝากสู้เรื่อง ฟุตบาท กทม ด้วยได้ไหมค่ะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-06 19:46:20,2024-02-20 20:54:44,https://twitter.com/siwanich/status/1743720676232736961,,,[]
465,beeaarada,1.74E+18,อีก 3 ปี กทมสวยงาม สายสื่อสารสายไฟลงดิน ทางเท้าสะอาด สวนสวยต้นไม้เขียวชอุ่มรอให้คนหล่อมาเคลม,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-06 13:43:56,2024-02-20 20:54:44,https://twitter.com/beeaarada/status/1743629474703503494,,,[]
466,kungkks,1.74E+18,เดือนนี้อุดมสุขพินาศแน่ ช่วงซอย 42 ถึงคลองเคล็ดคือแบบ ทั้งโครงการอุโมงค์ระบายน้ำที่จะเปิดผิวถนนเพิ่ม เดินท่อประปาใหม่ ปรับปรุงฟุตบาทใหม่...,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2024-01-06 9:51:00,2024-02-20 22:03:26,https://twitter.com/kungkks/status/1743570856151032101,อุดมสุข,,[]
467,Nattacha_mfp,1.74E+18," ณ ตอนนี้ ยังไม่เปิดทาง นะครับ 
คาดว่าจะแล้วเสร็จภายใน 17:30 น. ของวันนี้

[ ถนนยุบตัว ช่วงถนนกาญจนาภิเษก มุ่งหน้า ถนนพระราม 2 ช่องคู่ขนาดริมฟุตบาท หน้าปั้มซัสโก้ ใกล้หมู่บ้านดีเค ]

เจ้าหน้าที่ ตอนนี้เร่งดำเนินการแก้ไขอยู่ ไม่มีความจำเป็นหลีกเลี่ยงใช้เส้นทางอื่นก่อน",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2024-01-06 8:35:09,2024-02-20 21:10:43,https://twitter.com/Nattacha_mfp/status/1743551765336015039,กาญจนาภิเษก,,['https://pbs.twimg.com/media/GDJXF0pboAA_NnQ?format=jpg&name=small']
468,traffic_1197,1.74E+18,"14.12น. #อุบัติเหตุ ถ.ศรีนครินทร์ มุ่งหน้าบางกะปิ บริเวณก่อนถึงศรีนครินทร์ 20 (BTS กลันตัน) เจ้าหน้าที่ตรวจสอบที่เกิดเหตุ พบเป็นรถยนต์กะบะตู้ทึบเสียหลักปีนขึ้นบนราวกั้นบนฟุตบาท ไม่มีผู้ได้รับบาดเจ็บ 

 Cr : มัรประเวศ115",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""วงเวียนเล็ก"" OR ""วงเวียนใหญ่"" OR ""วงแหวนอุตสาหกรรม"" OR ""วชิรธรรมสาธิต"" OR ""วรจักร"" OR ""วังหลัง"" OR ""วัชรพล"" OR ""วัฒนธรรม"" OR ""วิทยุ"" OR ""วิภาวดีรังสิต"" OR ""วิสุทธิกษัตริย์"" OR ""วุฒากาศ"" OR ""ศรีนครินทร์"" OR ""ศรีนครินทร์-ร่มเกล้า"" OR ""ศรีอยุธยา"")",2024-01-06 7:12:27,2024-02-20 21:47:20,https://twitter.com/traffic_1197/status/1743530955372155003,บางกะปิ,,['https://pbs.twimg.com/media/GDJEKhGaoAAfTTr?format=jpg&name=small']
469,MorningNewsTV3,1.74E+18,"#เรื่องเล่าเช้านี้ เพจฟุตบาทไทยสไตล์ เปิดเผยภาพ ท่อระบายน้ำ ย่านซอยสุขุมวิท มีแผ่นเหล็กวางปิดทับเหล็กแหลมที่ผุผัง ล่าสุดเจ้าหน้าที่ได้เข้ามาซ่อมแซมให้แล้ว

#ข่าวช่อง3 #ข่าวสังคม",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2024-01-06 6:22:04,2024-02-20 21:55:23,https://twitter.com/MorningNewsTV3/status/1743518273789120864,สุขุมวิท,,['https://pbs.twimg.com/media/GDI4nDVbAAAUc6H.jpg']
470,PeepoPhoebus,1.74E+18,ดูยูทูปเบอร์เที่ยวจากาต้า บอกเลยว่าฟุตบาทดีกว่ากรุงเทพ น่าเดิน มีระเบียบ ต้นไม้ไม่เยอะมาก ไม่พุ่มตัดแต่งดูดี,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-06 6:18:27,2024-02-20 20:54:44,https://twitter.com/PeepoPhoebus/status/1743517366414368841,,,[]
471,Woody754,1.74E+18,ซื้อของร้านรถเข็นบนฟุตบาทของชัชชาติไม่ได้จ่ายแวตนะ แต่เข้าไปซื้อร้านของเจ้าสัวต้องจ่ายแวตอ่ะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-06 5:50:41,2024-02-20 20:54:44,https://twitter.com/Woody754/status/1743510375449190408,,,[]
472,yhokzaaa,1.74E+18,ไม่หรอก ส่วนใหญ่รายได้ถึง แต่เลี่ยงมากกว่า เช่น แม่ค้าที่ขายตามฟุตบาทในกรุงเทพ ตอนเอาของมาลง บางคนขับ fortuner เช่น ตอนคนละครึ่ง หลายๆร้านไม่เข้าโครงการ เพราะกลัวเสียภาษี ให้จ่ายเงินสด,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-06 5:48:11,2024-02-20 20:54:44,https://twitter.com/yhokzaaa/status/1743509749189193882,,,[]
473,oswchanw,1.74E+18,เพจฟุตบาทลงรูปถ่ายฝาท่อกทม.ผุ สลิ่มสไลด์เข้ามาด่าชัชชาติ PR เก่งกันแบบไม่เกรงใจผู้ว่าคนที่โม้ว่าผมทำทุกอย่างไว้ดีอยู่แล้วเลย นั่นน่ะมีเวลาตั้งห้าปีก็ไม่ทำ ทั้ง PR ทั้งฝาท่อ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-05 7:52:52,2024-02-20 20:54:44,https://twitter.com/oswchanw/status/1743178737838121166,,,[]
474,sisi711499,1.74E+18,"หมอ ศิ นวดกษัย รามอินทรา
ต่อมลูกหมากโต จะไปเบียดท่อทางเดินปัสสาวะ ทำให้ตีบแคบลง ทำให้เกิดอาการ ฉี่ขัด ฉี่กระปริดกระปรอย ฉี่บ่อย ฉี่เล็ด ฉี่ออกไม่หมด ฉี่ออกยาก เส้นตึงจนเป็นพังผืดเกาะติด ทำให้เลือดลมไหลเวียนไม่สะดวก จึงเกิดอาการต่างๆ ติดต่อนวด ssi1992 #นวดกษัย",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ราชินี"" OR ""รามคำแหง"" OR ""รามคำแหง-ศรีนครินทร์"" OR ""รามอินทรา"" OR ""ราษฎร์บูรณะ"" OR ""ร่มเกล้า"" OR ""ร่มเกล้า-สุวินทวงศ์"" OR ""ลาซาล"" OR ""ลาซาล-แบริ่ง"" OR ""ลาดกระบัง"" OR ""ลาดปลาเค้า"" OR ""ลาดพร้าว"" OR ""ลาดพร้าววังหิน"" OR ""ลาดหญ้า"" OR ""วงศ์สว่าง"")",2024-01-05 7:41:55,2024-02-20 21:43:20,https://twitter.com/sisi711499/status/1743175983824568717,รามอินทรา,,['https://pbs.twimg.com/media/GDEBRYFbUAAFnEM?format=jpg&name=small']
475,drjohnsp,1.74E+18,"แก้ไขแล้วครับ

 ทางเดินเท้าเลียบคลองสามประเวศ

ขอขอบคุณฝ่ายโยธา สำนักงานเขตลาดกระบังครับ

#สก_จอห์น
#สก_ลาดกระบัง
#จอห์นมาปัญหาหมด
#dr_john_ladkrabang
@aim_theerarat",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2024-01-05 4:30:21,2024-02-20 20:58:45,https://twitter.com/drjohnsp/status/1743127772392980498,ลาดกระบัง,,"['https://pbs.twimg.com/media/GDDVdxsaQAAH9HZ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GDDVd8JbgAAbKKU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GDDVeJEaEAAsLlQ?format=jpg&name=360x360']"
476,LarkwellVispy,1.74E+18,ของมันไม่ได้ทำแล้วปล่อยได้เลย มันต้องกวดขันต่อเนื่อง แต่ชัชชาติคือไม่กวดขันต่อ เพราะดันออกนโยบายให้ขายของบนทางเท้า,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-04 19:18:16,2024-02-20 20:54:44,https://twitter.com/LarkwellVispy/status/1742988838769741948,,,[]
477,nimdaex,1.74E+18,"ต้องพูดชัด พูดตรง กันประมาณนี้แล อย่าไปอ้อมแอ้ม
ถ้าใครเจอชัชชาติ ก็ฝากบอกมันด้วยว่า ช่วยจริงจังกับ ""มหาเศรษฐี ภาษีไม่จ่าย บนทางเท้า เสรี ของมึง"" หน่อย ถ้าทำอะไรเอาเข้าระบบมารีดภาษีได้หน่อย ก็จะช่วยอะไรแบบนี้ ได้มาก",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-04 15:39:55,2024-02-20 20:54:44,https://twitter.com/nimdaex/status/1742933888547361279,,,['https://pbs.twimg.com/media/GC_O-Cea8AEqsfj.jpg']
478,ingdinZ,1.74E+18,เห็นสภาพคลองโอ่งอ่าง หรือทางเท้าในกทมวันนี้ถ้ามีสมองต้องตาสว่างแล้วว่าทำไมสลิ่มถึงมาบอกว่าให้เลือกนักการเมืองมีความรู้ มีความสามารถมาทำงานการเมือง เขาไม่ได้จงเกลียดจงชังใครหรอก เขาแค่อยากมีชีวิตที่ง่ายขึ้นเพราะได้คนทำงานเป็นมาใช้แค่นั้นแหละ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-04 15:11:50,2024-02-20 20:54:44,https://twitter.com/ingdinZ/status/1742926818758611300,,,[]
479,ZZonlyZ,1.74E+18,"เอาจริงสมน้ำหน้าคนกทม
.เลยนะคะ 
คนทำงานด่าได้ด่าเก่ง เจอชัชชาติเข้าไป แผงลอยยึดทางเท้า น้ำท่วมหนักกว่าเดิม 
เงียบกริบ 
ชอบความสกปรกกันนี่เอง!",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-04 13:47:47,2024-02-20 20:54:44,https://twitter.com/ZZonlyZ/status/1742905666485022801,,,[]
480,dazzledxmoa,1.74E+18,สิงคโปรก็ร้อนกูก็เดินได้เป็นสิบกิโล แต่กทมอะมึง มันเดินชิลๆ เพื่อมองทางมองอาคารสวยๆ ไม่ได้ ไม่ใช่ร้อนนะ แต่ต้องคอยระวังรถระวังมอไซค์ตัวหนอนฟุตบาทกระดกมีหลุมโผล่มาน้ำดำปี๋หยดใส่หัว ถ้าไม่ระวังคือไม่ตายก็พิการ เหน่ย ใครชวนกุเดินมึงไปก่อนเลย เด่วกุนั่งรถตามไป,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2024-01-04 10:51:30,2024-02-20 20:54:44,https://twitter.com/dazzledxmoa/status/1742861306594803938,,,[]
