index,username,tweet_id,tweet_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
529,Somethings_make,1709239701532725361,จนต้องรอฝนซาระดับหนึ่งละเดินฝ่าฝนและน้ำรอการระบายที่มิดฟุตบาทไปสามย่าน ละคือตอนที่เขายังจับมันไม่ได้ พวกนี่ก็แพนิคชิบหายเลยว่าจะมาฝั่งที่อยู่กันไหม ข่าวออกว่าจับได้แล้ว ระหว่างกลับบ้านก็เกิดอาการแพนิคอีก คือตอนนี้ก็ยังคงใจสั่นอยู่ ละทุกชีวิตโคตร,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-03 16:11:15,2023-11-16 16:20:05,https://twitter.com/Somethings_make/status/1709239701532725361,สามย่าน,,[]
531,kyoeuninurarea,1709218029756944788,ฉันเคยนั่งสายสีเขียว ลงห้าแยกลาดพร้าว  ที่ต้องลงจากสกายเทรนมาต่อซัพเวย์น้ำเงินด้วยทางเดินงงๆ และชื่อสถานีก้เปลี่ยนเปนพหลโยธินเฉย  จากพหลลงสถานีลาดพร้าว แล้วก็เดินทะลุห้างหรืออาคารยอดแล้วจรก้ไม่รุ้ ขึ้นลิฟไปทางเชื่อมสายสีเหลืองชื่อสถานีเดิม หลายสเตปมากก คนโง่ทิศทางแบบฉันยิ่งงง,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-03 14:45:08,2023-11-16 15:25:10,https://twitter.com/kyoeuninurarea/status/1709218029756944788,ลาดพร้าว,,[]
532,jaytobemine,1709216837953896590,ละรุ่นน้องที่รรนี่ติดอยู่สยามตอนเกิดเหตุ ทักมาถามทางเดินไปสามย่าน แล้วตอนนั้นมันฝนตกหนักมากๆๆๆ ชั้นก็เรียนอยู่ด้วย กระวนกระวายไปหมด น้องก็ห่วง กลัวก็กลัว เรียนก็ต้องเรียน,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-03 14:40:24,2023-11-16 16:20:05,https://twitter.com/jaytobemine/status/1709216837953896590,สามย่าน,,[]
535,haanisnotfun,1709196916813418909,ตรงบีทีเอสสุขุมวิททางเดินไปเข้าเทอมินอลอะ มีคุณพี่ยืนขายตรงนั้นน,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-03 13:21:14,2023-11-16 16:20:05,https://twitter.com/haanisnotfun/status/1709196916813418909,สุขุมวิท,,[]
536,Ninew68797176,1709189523547250693,ฝนตกหนักมาก ในซอยสุขุมวิทน้ำท่วมเกือบฟุตบาทเลยค่ะ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-03 12:51:52,2023-11-16 16:20:05,https://twitter.com/Ninew68797176/status/1709189523547250693,สุขุมวิท,,[]
539,Iam_BEEver,1709166315733393427,@js100radio ใต้ BTS พญาไท น้ำท่วมถึงฟุตบาท,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-03 11:19:39,2023-11-16 15:16:13,https://twitter.com/Iam_BEEver/status/1709166315733393427,พญาไท,,[]
540,gapper1985,1709161527776096450,@js100radio สามย่านมุ่งหน้าอังรีดูนังต์ น้ำเลยขึ้นทางเท้าแล้ว #น้ําท่วม,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-10-03 11:00:37,2023-11-16 16:29:11,https://twitter.com/gapper1985/status/1709161527776096450,สามย่าน,,['https://pbs.twimg.com/media/F7gpQIMacAAqO_4?format=jpg&name=small']
541,Phana_Sand,1709157136310440426,แถวชิดลม น้ำท่วมเกือบเท่าฟุตบาทแล้ว @js100radio,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-10-03 10:43:10,2023-11-16 15:34:00,https://twitter.com/Phana_Sand/status/1709157136310440426,ชิดลม,,['https://pbs.twimg.com/media/F7glWUmbMAAK3rY?format=jpg&name=small']
543,SaolakThaiPBS,1709153475437924516,การจราจรบนถนน พระราม 4 ช่วงแยกอังรีดูนังต์ ติดขัดหนัก ทั้งน้ำท่วมถึงฟุตบาท และติดต่อเนื่อง จากเหตุการณ์ที่สยามพารากอน #ยิงกลางห้าง #พารากอน #ถนนพระราม4,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-10-03 10:28:37,2023-11-16 16:29:11,https://twitter.com/SaolakThaiPBS/status/1709153475437924516,อังรีดูนังต์,,['https://pbs.twimg.com/media/F7giBYma4AAUhkS?format=jpg&name=small']
544,itsztamv2,1709148649501098028,วันที่เหี้ยเกิน สามย่านน้ำท่วมมิดฟุตบาท เกือบเข่า,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-03 10:09:27,2023-11-16 16:20:05,https://twitter.com/itsztamv2/status/1709148649501098028,สามย่าน,,[]
545,Pome2005,1709147971617726479,"มุ่งหน้าแยกยมราช ข้างสนามม้านางเลิ้งเก่า ท่วมสูง ไม่เห็นฟุตบาทแล้วจ้า 

@js100radio
@fm91trafficpro
@traffic_1197
#ฝนตกหนัก
#น้ำท่วม",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-10-03 10:06:45,2023-11-16 16:01:37,https://twitter.com/Pome2005/status/1709147971617726479,ยมราช,,"['https://pbs.twimg.com/media/F7gdBBhboAAM89n?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F7gdBBeakAAXy8r?format=jpg&name=small']"
546,sweety2vivi,1709147752507294143,17.05 น. แยกราชเทวีถึงแยกพญาไทน้ำท่วม ถึงขอบฟุตบาทแล้ว,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-03 10:05:53,2023-11-16 15:16:13,https://twitter.com/sweety2vivi/status/1709147752507294143,พญาไท,,['https://pbs.twimg.com/media/F7gc0BQa8AA7NjM?format=jpg&name=small']
547,sweety2vivi,1709145027589591219,16.54 น. ถนนเพชรบุรีตัดใหม่ ตั้งแต่ซอย 5 จนถึงแยกราชเทวี เลนซ้ายน้ำท่วมถึงขอบฟุตบาทแล้ว,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-03 9:55:03,2023-11-16 15:25:10,https://twitter.com/sweety2vivi/status/1709145027589591219,ราชเทวี,,['https://pbs.twimg.com/media/F7gaVqWaUAA7mfm?format=jpg&name=small']
550,waiyellyorlor,1709055500304929182,จากคนใช้จริงคือแพง+เดินไกลมาก ไม่เก้ทว่าจะทำบันไดต่อยาวๆเดินไกลๆทำไมกว่าจะถึงสถานีเค้าก้มเหนื่อยกันหมดละ แต่ละสถานีที่ลงไม่ค่อยใกล้จุดพิเศษอะไรเท่าไร อย่างของสวนหลวงยังดีที่ลงละอยุ่หน้าตลาดรถไฟพอดี แต่ก้นั่นแหละ ทางเดินไกลมาก,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-03 3:59:18,2023-11-16 15:25:10,https://twitter.com/waiyellyorlor/status/1709055500304929182,สวนหลวง,,[]
553,love_prp23,1709015739552952765,เขาวัง (พระราชวังพระนครคีรี) เคยไปน่าจะ 5-6 ปีได้ค่ะวิวจากข้างบนเขาวังสวยมากกกกก อากาศดีมากๆค่ะ สถาปัตยกรรมสวยนะที่นั่น แต่ทางเดินขึ้นก็จะเหน่ยนิดนุงงับ @basvpr_,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-10-03 1:21:18,2023-11-16 15:16:13,https://twitter.com/love_prp23/status/1709015739552952765,พระนคร,,"['https://pbs.twimg.com/media/F7ekwUqaUAA7-Ll?format=jpg&name=small', 'https://pbs.twimg.com/media/F7ekwUoaEAAz5Uu?format=jpg&name=small']"
554,Spatar_S,1708867839342604464,แกงมาก ยัยเบลส่งมา บอกว่าอีสายไหม 100% นอนทางเดินหน้าห้อง 555555,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-02 15:33:36,2023-11-16 15:25:10,https://twitter.com/Spatar_S/status/1708867839342604464,สายไหม,,[]
555,TpaparnT,1708845536009478653,แค่จากสถานีสีเหลืองลงไปถึงใต้ดินก็เดินหอบแล้วค่ะ  สำหรับเรา มีสีเหลืองแทบไม่ช่วยเลยค่ะ จากโชคชัย 4 จะไปสยาม ก็ 4 ต่อแน่ะ วินมอไซค์จากคอนโด > สายสีเหลือง > ใต้ดิน > สีเขียว แถมทางเดินเชื่อมแต่ละสายก็ไกลมากๆ รวมๆแล้วใช้เวลาไม่ต่างจากนั่งแท็กซี่รวดเดียว,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เอกมัย-รามอินทรา"" OR ""เลียบด่วนเอกมัย-รามอินทรา"" OR ""โชคชัย4"")",2023-10-02 14:04:59,2023-11-16 16:50:08,https://twitter.com/TpaparnT/status/1708845536009478653,โชคชัย 4,,[]
556,paintpicha,1708834012645781919,ทางเดินฝั่งสาทรใต้อย่างเปลี่ยวเลย พ้มที่กะจะหนีเที่ยวกลับดึก ขอบาย,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-10-02 13:19:11,2023-11-16 15:20:42,https://twitter.com/paintpicha/status/1708834012645781919,สาทร,,[]
557,101Leviosa,1708774886003585236,"แค่ทางเชื่อมห้าแยกลาดพร้าว(เขียว) ไปพหลโยธิน(น้ำเงิน) นี่ยังยังขาสั่นเลย บางครั้งก็เดินเข้ายูเนี่ยนมอลล์ไปเข้าประตูทางปากซอยลาดพร้าว 1 แทน
ทางเดินแยกรัชดา-ลาดพร้าว ไป ห้าแยกลาดพร้าวคนไทยไม่ไปแน่นอน ยิ่งช่วง Rush hour เช้า-เย็น คือวินเท่านั้น 5555555
แต่แผนเชื่อมต่อแต่ละสายเละจริง",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-02 9:24:14,2023-11-16 15:25:10,https://twitter.com/101Leviosa/status/1708774886003585236,ลาดพร้าว,,['https://pbs.twimg.com/media/F7aRjP6a0AAnAy7?format=jpg&name=small']
558,NaEkkachai,1708769217514983709,มึงไปหลังรามติ่งชัชชาติ หรือไม่ก็ตลาดคลองเตย ได้เห็นชีวร์ ทางเท้าขายของไปแถวพระโขนงได้เห็นแน่ๆขยะ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-10-02 9:01:43,2023-11-16 14:52:12,https://twitter.com/NaEkkachai/status/1708769217514983709,พระโขนง,,[]
559,ranefiug,1708753282930511901,Mrt ลาดพร้าว ไป 5 แยก ไกลมากเลยค่ะ ฟุตบาทไม่ดี ร้อนมากด้วย,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-02 7:58:24,2023-11-16 15:25:10,https://twitter.com/ranefiug/status/1708753282930511901,ลาดพร้าว,,[]
562,sakiya444,1708722216236724416,แยกเพลินจิตปกติไม่เคยท่วมนะ แต่เมื่อสัปดาห์ก่อนท่วมเลยฟุตบาทเลยอ่ะ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-10-02 5:54:57,2023-11-16 16:34:05,https://twitter.com/sakiya444/status/1708722216236724416,เพลินจิต,,[]
564,AP_Inspire,1708708389520343234,"Highlight มุมหรูที่ #RHYTHM #เอกมัย เอสเตท ทางเดินใต้สระว่ายน้ำสุดลักซ์ชู มุมมองที่ไม่เหมือนใคร

#APThai #APLivingseries #APCondo #คอนโดAP",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เศรษฐศิริ"" OR ""เสนานิคม"" OR ""เสรีไทย"" OR ""เสาชิงช้า"" OR ""เสือป่า"" OR ""เอกชัย"" OR ""เอกมัย"" OR ""แจ้งวัฒนะ"" OR ""แปลงนาม"" OR ""แฮปปี้แลนด์"" OR ""โชคชัย 4"" OR ""ไฟฉาย"")",2023-10-02 5:00:00,2023-11-16 16:38:12,https://twitter.com/AP_Inspire/status/1708708389520343234,เอกมัย,,['https://pbs.twimg.com/media/F7NK9-9aEAAO6fh?format=jpg&name=small']
567,MONGMAKE,1708511482915495945,"WTS  7 OCT ! 

 :  Zone BR2 ( B3 ) 
Zone 4,520 
Price 3,900 

หนึ่งใบนั่งใกล้ทางเดิน
นัดรับโซนลาดพร้าวรามอินทรา
หรือตามแนวรถไฟฟ้า

#4QueensConcert
#VioletteWautier 
#InkWaruntorn
#Bowkylion
#Zommarie",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-10-01 15:57:34,2023-11-16 15:25:10,https://twitter.com/MONGMAKE/status/1708511482915495945,ลาดพร้าว,,['https://pbs.twimg.com/media/F7XaIuQaMAAWj1J?format=jpg&name=small']
570,js100radio,1708365710781731043,13.17 #อุบัติเหตุ #ถนนอโศกดินแดง ขาออก ช่วงเลยแยกโบสถ์แม่พระ ประมาณ 200 ม. >แยกพระราม9 รถฟอร์จูนเนอร์เสียหลักพุ่งขึ้นฟุตบาทไปชนเสาไฟข้างทาง การจราจรชะลอตัว #รถติด,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-10-01 6:18:20,2023-11-16 15:52:10,https://twitter.com/js100radio/status/1708365710781731043,ดินแดง,,[]
575,MatichonOnline,1708091805831696805,ชัชชาติ สัญจร #ตลิ่งชัน ชี้ปชช.ร้อง 370 เรื่องต่อเดือน ปัญหา ‘ทางเท้า-จราจร’ เพิ่มขึ้น,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-30 12:09:55,2023-11-16 14:52:12,https://twitter.com/MatichonOnline/status/1708091805831696805,ตลิ่งชัน,,[]
577,abcdepyrd,1708013894550392933,เค้าก็ต้องเดินข้ามสะพานควายแหละ เพราะควายขวางทางเต็มถนนเลย มันก็ต้องหาทางเดินอะนะ เพราะมีแต่ควายที่ขวางทาง,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ศาลาธรรมสพน์"" OR ""ศาลาแดง"" OR ""ศิริพงษ์"" OR ""สนามไชย"" OR ""สมเด็จพระนเรศวรมหาราช"" OR ""สมเด็จพระปิ่นเกล้า"" OR ""สมเด็จพระเจ้าตากสิน"" OR ""สมเด็จเจ้าพระยา"" OR ""สวนสยาม"" OR ""สวนหลวง"" OR ""สวรรคโลก"" OR ""สะพานควาย"" OR ""สะพานพุทธ"" OR ""สังคโลก"" OR ""สาทร-คอนแวนต์"")",2023-09-30 7:00:20,2023-11-16 16:15:34,https://twitter.com/abcdepyrd/status/1708013894550392933,สะพานควาย,,[]
578,Sompun_mfp,1708011695397056896,"เก็บตกจากเมื่อคืนที่ได้เจอคุณไหมไหม 
มีความเห็นจากคุณไหมไหมว่า พญาไท ก็มีเรื่องฟุตบาทที่โดนร้องเรียนบ่อย ทางส้มปั่นเราก็เห็นด้วย 

#ทีมส้มปั่น #อาสาก้าวไกล #พญาไท #ดินแดง",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-30 6:51:36,2023-11-16 15:16:13,https://twitter.com/Sompun_mfp/status/1708011695397056896,พญาไท,,"['https://pbs.twimg.com/media/F7QTlCqbkAAxoOr?format=jpg&name=small', 'https://pbs.twimg.com/media/F7QTlCjbMAAD8yh?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F7QTlClb0AAgiaM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F7QTlCoaAAA7X8X?format=jpg&name=360x360']"
581,kookiod,1707787971511156761,เดินกริ้ดกับไอ่เซฟตั้งแต่บรรทัดทองยัยสยาม เพราะรถขับแรงมากแล้วน้ำกระเด็นขึ้นฟุตบาท แม่งงเอ้ย,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-09-29 16:02:36,2023-11-16 15:43:02,https://twitter.com/kookiod/status/1707787971511156761,บรรทัดทอง,,[]
