index,username,tweet_id,tweet_text,translated_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
0568,deeplymorbid,1708458784883200260,เอาดีๆ สีลมมันคนเยอะ แล้วทางเท้าจริงๆ ของมันก็พอให้คนเดินอยู่นะ แต่พอมีขายของกินไปครึ่งนึง มันก็ไม่พอเดินดิ มันก้ต้องลงถนนป่ะ แร้วความผิดกุอ้อที่ต้องไปลงถน,"Let's face it, Silom is crowded. And it's really a sidewalk. It's enough for people to walk around. But when there was food for sale, half of it It's not enough to walk. Does it have to go down the road? It's a mistake to have to go down the road.",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-10-01 12:28:10,2023-11-16 16:20:05,https://twitter.com/deeplymorbid/status/1708458784883200260,สีลม,,
0572,anukpn,1708279102892089689,สภาพทางเท้าในสวน #บางขุนนนท์ ตั้งแต่ ส.ค. เคยแจ้งทาง Traffy ไปบางว่ารองบ ปีงบ66 (พ.ค) แจ้งซ้ำและทางผบห.กทม.ช่วยติดตาม บอกว่ารอกระบวนการจัดจ้าง จนวันแรกของปีงบ67ยังไม่มีอะไรเกิดขึ้นแม้แต่ป้ายติด จึงอนุญาตขอติดตามผ่านสื่อครับ @chadchart_trip @InterviewHer @Aekvarunyoo,"The condition of the sidewalk in #Bangkhunnon park since August. I have informed Traffy in some places that the fiscal year 2023 (May) budget has been notified again and the BMA commander has helped to follow up. Said waiting for the hiring process Until the first day of fiscal year '24, nothing had happened, not even a sign was posted. Therefore, please allow me to follow through the media. @chadchart_trip @InterviewHer @Aekvarunyoo",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-10-01 0:34:11,2023-11-16 14:52:12,https://twitter.com/anukpn/status/1708279102892089689,บางขุนนนท์,,
0590,cutejaebeom,1707480499080593461,ร้านอาหารร้านหนึ่งก่อนถึงแยกมีนบุรี คือกักถนนให้ลูกค้าจอดรถ วางป้ายร้านบทฟุตบาท แบบทำไมอภิสิทธิจังอ่ะ,"A restaurant before reaching Minburi intersection. That is, blocking the road for customers to park their cars. Place a sign on the footpath. Like, why is it so privileged?",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-28 19:40:49,2023-11-16 15:16:13,https://twitter.com/cutejaebeom/status/1707480499080593461,มีนบุรี,,
0596,comronPengkhun1,1707298138061787218,ตอนเช้า 6:00-10:00 น ไปทำข่าวหน้าบิ๊กซี ตรงตลาดอ่อนนุชก็ดีเหมือนกันนะครับ เอาตะแกรงเหล็กมากั้นคนลงจากรถโดยสารไม่สามารถขึ้นไปบนฟุตบาทได้และก็มีวินมอเตอร์ไซค์มาจอด นรกจริงๆครับตรงนั้นผมบอกไว้เลย กรุณาไปทำข่าวตอนเช้าด้วยนะครับ เห็นแล้วสงสารคนลงจากรถโดยสารสีขาว รถโดยสารเล็ก,"In the morning, 6:00-10:00 a.m., go do news in front of Big C. The On Nut market is also good. A steel grid was put in to prevent people from getting off buses and onto the footpath, and there were motorcycle taxi drivers stopping by. It really is hell, right there I told you. Please go do the morning news. I saw that I felt sorry for the people who got off the white bus, the small bus.",สนง.ตำรวจแห่งชาติ,สนง.ตำรวจแห่งชาติ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-28 7:36:10,2023-11-16 16:29:11,https://twitter.com/comronPengkhun1/status/1707298138061787218,อ่อนนุช,,
0602,cream_ices,1707191433051132341,นี่เข้าใจเรื่องน้ำท่วมแถวบ้านสุดๆ aka บางนา คือที่มันท่วมเพราะมันเอ่อมาจากคลองด้วย ทำได้แค่รอระบายอะ แต่ที่อยากให้ช่วยแก้ปหด่วนๆคือทางเดินเท้าที่เดินได้ปลอดภัย กับไฟตามแนวที่สว่างๆหน่อยอะ เพราะพอน้ำท่วมมอไซต์ไม่รับเลย มันต้องเดินอย่างเดียว ละทางเดินเท้ายิ่งกว่าเกมคุกกี้รัน,"I really understand the story of flooding in the neighborhood, aka Bang Na, where it flooded because it also came from the canal. All you can do is wait to vent. But what I'd like to quickly solve is a pedestrian walkway that is safe to walk on. with lights along the lines that are a bit bright Because when the water flooded, the motorcycle wouldn't accept it at all. It must walk alone. More pedestrian than Cookie Run.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-28 0:32:10,2023-11-16 15:29:44,https://twitter.com/cream_ices/status/1707191433051132341,บางนา,,
0608,PHETSIAM,1706980032848318950,แยกอโศก มีกลุ่มรถเข็น มาตั้งขายของกันเยอะขึ้นแล้วนะ ถ้าปล่อยไว้นานๆ ก็จะเต็มทางเดินเหมือนเมื่อก่อน,Asoke intersection has a group of wheelchairs. We've come to sell more and more things. If left for a long time The walkway will be full like before.,สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-27 10:32:08,2023-11-16 16:29:11,https://twitter.com/PHETSIAM/status/1706980032848318950,อโศก,,
0621,le0reoerror,1706844140854727034,ฟุตบาทพญาไท โคตรกล่องสุ่ม มีฝนตกครั้งไหนไหมที่เดินอยู่ดีๆแล้วพวกน้ำขังหรืออะไรข้างใต้จะไม่กระเด็นขึ้นมาโดน,"Phayathai footpath, super random box Has there ever been a time when it was raining that when you were walking around, the standing water or something underneath wouldn't splash up and hit you?",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-27 1:32:09,2023-11-16 15:16:13,https://twitter.com/le0reoerror/status/1706844140854727034,พญาไท,,
0646,YedTood_V2,1706651018942099574,สีลมยุคชัชชาติ ซ่อมฟุตบาทได้เหี้ยมาก ติ่งชัชชาติแถว่าเหมือน ที่oLมsิกๅ Hollywood ดาราใช้ฝ่ามือแปะเป็นที่ระลึก อันนี้ใช้ตีน,Chatchachat Era Silom Repairing footpaths is really badass. Chatchart's fans say that it's similar to Hollywood stars using their palms to paste them as souvenirs. This one uses their feet.,สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-26 12:44:45,2023-11-16 14:52:12,https://twitter.com/YedTood_V2/status/1706651018942099574,สีลม,,
0690,tookta1957,1706174313806893511,เขตป้อมปราบศัตรูพ่าย เยอะนะคะ ถนนทุกสายรอบวงเวียน22กรกฎา ผู้มีอิทธิพล ต่อเติม ขายอาหารบนถนน และฟุตบาท ถนนสันติภาพ ทางเท้า คือ ที่ซ่อมรถ เปลี่ยนยาง มานานแสนนาน ยังอยู่มากมาย รอบวงเวียนทุกถนน,"Pom Prap Sattru Phai District has a lot of them. Every road around the 22 July roundabout has influential people making additions, selling food on the road, and the sidewalk. Santiphap Road. The sidewalk has been a place for car repairs and tire changes for a long time, and there are still many of them. Around every roundabout on every road",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-25 5:10:30,2023-11-16 15:16:13,https://twitter.com/tookta1957/status/1706174313806893511,ป้อมปราบศัตรูพ่าย,,
0692,chtipnkel1,1706122528195010868,ว่างๆไปดูตามซอยต่างๆด้วย ที่เห็นคือ ซอย จรัญสนิทวงศ์ 22 หน้าวัดอัมพวา บนทางเท้าพ่อค้าแม่ค้าสร้างเพิงขายของถาวร จนประชาชน และเด็กนักเรียนต้องเดินบนพื้นถนน เสี่ยงรถชนมาก.,"If you have free time, go look at various alleys as well. What you see is Soi Charansanitwong 22 in front of Amphawa Temple. On the sidewalks, vendors built permanent shacks to sell their wares, causing citizens and schoolchildren to walk on the pavement. High risk of car crash.",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""คลองตัน"" OR ""คลองเตย"" OR ""คอนแวนต์"" OR ""งามดูพลี"" OR ""งามวงศ์วาน"" OR ""จตุรทิศ"" OR ""จรัญสนิทวงศ์"" OR ""จอมทอง"" OR ""จักรวรรดิ"" OR ""จันทน์"" OR ""ชัยพฤกษ์"" OR ""ชิดลม"" OR ""ณ ระนอง"" OR ""ดาวคะนอง"" OR ""ดินสอ"")",2023-09-25 1:44:43,2023-11-16 15:34:00,https://twitter.com/chtipnkel1/status/1706122528195010868,จรัญสนิทวงศ์,,
0697,JomJam73131,1706030033327038572,ตีสองครึ่งแล้ว พวกขี้เหล้ามยังไม่กลับบ้านกลับช่องกันอีก กรรมเวรของลูกบ้านคอนโดที่ร้านเหล้าผุดเป็นดอกเห็ดอยู่ตรงข้าม สน.บางซื่อ มันเริ่ด ทั้งเหลาเหลาบนทางเท้า ร้านเหล้าที่ร้านปิดแต่คนไม่จบ เอาลำโพงมาเปิดพร้อมตะโกนร้องเพลงดังแค่ไหน สายตรวจก็ไม่ได้ยิน สน.ที่อยู่ใกล้ๆ ก็ไม่ได้ยิน,"It's half past two. The drunkards still haven't gone home yet. The karma of condo residents whose liquor store has mushroomed across from Bang Sue Police Station is awesome, both on the sidewalk. The liquor store is closed but people aren't there. Bring a loudspeaker and turn it on and shout how loudly you can sing. The patrol couldn't hear. The nearby police station couldn't hear him.",สนง.ตำรวจแห่งชาติ,สนง.ตำรวจแห่งชาติ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-24 19:37:11,2023-11-16 15:20:42,https://twitter.com/JomJam73131/status/1706030033327038572,บางซื่อ,,
0705,perryfong90,1705916876457685434,"ฝากดู
- สะพานสามแยกตรงโลตัส SCG ครับ ผิวเริ่มเป็นหลุมลึกๆ 2 จุด ฝั่งติดโลตัส
- ทางเท้า ประชาราษฎร์สาย 2 ถัดจากแยกเตาปูน ฝั่งธ.ออมสิน มาจนถึง The Stage เหมือนเพิ่งมีก่อสร้าง แล้วปิดผิวทางเท้าคืนเป็นหลุมๆ ตลอดทาง","Please take a look.
- Three-way bridge at SCG Lotus. The surface has started to have deep holes in 2 places on the side next to Lotus.
- Sidewalk, Pracharat Sai 2, next to Tao Poon Intersection, Government Savings Bank side, all the way to The Stage, as if it was recently constructed. Then cover the pavement with holes all the way back.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-09-24 12:07:32,2023-11-16 16:34:05,https://twitter.com/perryfong90/status/1705916876457685434,เตาปูน,,
0723,dax_34,1705772424187535858,ขับรถผ่านเส้นสีลมตอนกลางคืนตอนนี้เละยิ่งกว่าเละ รถยนต์มอเตอร์ไซจอดเต็ม ขายของเต็มฟุตบาทคนไทยรึเปล่าก็ไม่รู้,Driving through Silom Line at night is now even more messy. Motorcycles are fully parked. I don't know if Thai people are selling things all over the sidewalk.,สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-24 2:33:32,2023-11-16 16:20:05,https://twitter.com/dax_34/status/1705772424187535858,สีลม,,
0747,goingginggo,1705197759970906309,ละแถวเส้นบางนาใครติดป้ายอะไรไว้มาเก็บที ทางเท้าไม่ใช่ทางเท้า อห ทั้งมอไซทั้งป้ายที่ไม่เก็บ ไม่มีทางให้เดินละ,"Around the Bang Na line, whoever put a sign on it, please come and collect it. The sidewalk is not a sidewalk. Oh, there are motorcycles and signs that aren't kept. There's no way to walk.",สนง.ตำรวจแห่งชาติ,สนง.ตำรวจแห่งชาติ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-22 12:30:01,2023-11-16 15:29:44,https://twitter.com/goingginggo/status/1705197759970906309,บางนา,,
0772,ningnttd_,1704844210149691840,คือลาดพร้าวคือไม่ได้รับความปรับปรุงจริงจังสักทีเลยหรอ เดินบนฟุตบาทอยู่ดีๆ ก็ดูปกติเหยียบเท่านั้น รู้เรื่อง ฟุตบาทกินคน #ฝนตก,"I mean, Lat Phrao hasn't received any serious improvement at all? Walking on the sidewalk suddenly It looks normal and I just stepped on it. I know about footpaths eating people. #Rain",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-21 13:05:08,2023-11-16 15:25:10,https://twitter.com/ningnttd_/status/1704844210149691840,ลาดพร้าว,,
0801,wisan399,1704132465781272779,"ที่เยาวราช
ตอนกลางคืน
มันไม่ได้แค่ตั้ง
ขายบนฟุตบาทนะ
แต่ตั้งขาย
กันบนถนนเลยทีเดียว
ดื่มสุรากัน
กลาดเกลื่อน
ผมเกลียดเศรษฐกิจท่องเที่ยวมาก
ถ้าอยากมีสัมมาอาชีวะ
ต้องเศรษฐกิจสร้างสรรค์","At Yaowarat
at night
It's not just set.
Selling on the sidewalk
But set up for sale
Together on the road.
Let's drink alcohol.
all over
I really hate the tourist economy.
If you want to have a right livelihood
Must be a creative economy",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-09-19 13:56:55,2023-11-16 16:34:05,https://twitter.com/wisan399/status/1704132465781272779,เยาวราช,,
0812,kunthi_kunthida,1703779539099480565,ฝากรบกวนดูพื้นที่ฟุตบาท และมไซที่จอดข้างทาง รวมถึงคนนั่งดื่มแอลกอฮอล์ที่ฟุตบาทในซอยศาลาแดง 2 ด้วยนะคะ,Please take a look at the footpath area. and motorcycles parked on the side of the road Including people drinking alcohol on the footpath in Soi Saladaeng 2.,สนง.ตำรวจแห่งชาติ,สนง.ตำรวจแห่งชาติ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ศาลาธรรมสพน์"" OR ""ศาลาแดง"" OR ""ศิริพงษ์"" OR ""สนามไชย"" OR ""สมเด็จพระนเรศวรมหาราช"" OR ""สมเด็จพระปิ่นเกล้า"" OR ""สมเด็จพระเจ้าตากสิน"" OR ""สมเด็จเจ้าพระยา"" OR ""สวนสยาม"" OR ""สวนหลวง"" OR ""สวรรคโลก"" OR ""สะพานควาย"" OR ""สะพานพุทธ"" OR ""สังคโลก"" OR ""สาทร-คอนแวนต์"")",2023-09-18 14:34:31,2023-11-16 16:15:34,https://twitter.com/kunthi_kunthida/status/1703779539099480565,ศาลาแดง,,
0820,axeloom,1703679760277409926,เคยตั้งคำถามกับสิ่งนี้ว่าทำไมพอเราไปเมืองนอกเราเดินได้เป็นหมื่นก้าวแต่อยู่ไทยคือแค่จะเดินสัก500เมตรเราก็ไม่เดินแล้ว เราว่าหลักๆคือสภาพฟุตบาทก่อนเลยเอาง่ายๆไม่ต้องมองไกล ฟุตบาทหน้าq houseสาทรที่ในเมืองมาก ระยะไม่เกิน50เมตรเดินไปจะเจอทั้งฟุตบาทแตก เสาไฟฟ้าที่กินไปครึ่งนึงรถเข็นอีก,"Have you ever asked this question about why, when we go abroad, we can walk 10,000 steps, but in Thailand, we can't even walk 500 meters? I think the main thing is the condition of the footpath first, so take it easy, don't have to look far, the footpath in front of Q House Sathorn is very much in the city. Within a distance of no more than 50 meters, you will encounter broken sidewalks. An electric pole that takes up half of the cart.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-18 7:58:02,2023-11-16 15:20:42,https://twitter.com/axeloom/status/1703679760277409926,สาทร,,
0830,tld29_,1703623475154596178,อยากให้มาดูงานฟุตบาทแถวบางนาเป็นเกลียดคลื่น เดินแบบหน้าต้องมองพื้นไม่งั้นสะดุดตาย,"I want you to come and see the footpath event near Bangna because I hate the waves. When walking, you have to look at the ground or you'll stumble and die.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-18 4:14:22,2023-11-16 15:29:44,https://twitter.com/tld29_/status/1703623475154596178,บางนา,,
0841,satonchair,1703381843666669798,เมื่อวานเดินมศวไปบีทีเอสอโศก ฉันคิดคำคมออกเลยว่าคนประเทศบางกอกมันเงยหน้ามองสูงไม่ได้หรอก ต้องมองแต่พื้นดินเท่านั้น เพราะหลุดไปนิดนึงก้สะดุดทางเท้าตายละ,Yesterday I walked SWU to Asoke BTS. I can't think of a quote that says that people in Bangkok can't look up high. You have to look only at the ground. Because I fell off a little and tripped on the sidewalk and died.,สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-09-17 12:14:13,2023-11-16 16:29:11,https://twitter.com/satonchair/status/1703381843666669798,อโศก,,
0843,noeyNJPs,1703370914161999963,เคยเดินจากอโศกไปทองหล่อด้วยเหตุจำเป็น โชคดีเป็นตอนกลางคืน เดินได้สบายๆ แต่ระหว่างทางเหมือนเล่นเกมผ่านด่าน ไหนจะหลุม ลุ้นว่าเดินไปแผ่นปูนที่เป็นบล้อคๆมันจะเด้งออกมาไหม ไหนจะต้องหลบมอไซ(ทางเท้านะ) กลับถึงห้องข้อเท้าบวมจ้า รองเท้าคือยับเยิน,"Used to walk from Asoke to Thonglor due to necessity. Fortunately, it was at night and we could walk easily, but along the way it was like playing a game through a level. Everywhere there would be a hole, we wondered if we walked onto the cement slab with blocks and it would pop out or not. I have to dodge a motorcycle (on the sidewalk) and get back to the room. My ankles are swollen. The shoes were destroyed.",สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-09-17 11:30:47,2023-11-16 15:38:26,https://twitter.com/noeyNJPs/status/1703370914161999963,ทองหล่อ,,
0863,justmameowmeow,1703273350859194488,บ่นหน่อยซอยข้างๆห้าง Terminal21 ซอยสุขุมวิทซััมติงๆอ่ะ คือจะเอาต้นไม้มาขวางทางเดินเพื่อ? แล้วคนต้องออกมาเดินในเส้นถนนที่รถขับไปมา ตรงร่องๆระหว่างต้นไม้ก็มีร้านรถเข็นมาตั้งอีกยิ่งหลบยากใหญ่ เดินไปทำงานทีเหมือนยืมชีวิตแมวที่บ้านมาใช้,"Please complain about the alley next to the Terminal21 mall, Soi Sukhumvit. It's really cool. Is it necessary to block the path with trees? Then people have to come out and walk along the road where cars drive back and forth. In the crevice between the trees, there was another cart shop, making it difficult to avoid. Walking to work is like borrowing the life of a cat at home.",สนง.เทศกิจ,สนง.เทศกิจ,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-17 5:03:06,2023-11-16 16:20:05,https://twitter.com/justmameowmeow/status/1703273350859194488,สุขุมวิท,,
