index,username,tweet_id,tweet_text,translated_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,Chadchad
615,malee_2519,1.74E+18,เคยเจอตรงบรรทัดทองครับ มอไซวินขี่บนฟุตบาทขับเร็วมากผมออกมาจากร้านข้าววิ่งเฉียดหน้าไปไม่ถึงคืบครับ กฎหมายที่ดูแลประชาชนมันไม่เด็ดขาดรุนแรงครับเลยไม่มีใครกลัวครับ,"I've seen it at Banthat Thong before. The motorbike riding on the sidewalk was driving very fast. I came out of the rice shop and ran close to the front, barely making it far. The laws that take care of the people are not strict and harsh, so no one is afraid.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-12-14 8:37:26,2024-02-20 21:23:00,https://twitter.com/malee_2519/status/1735217419466297849,บรรทัดทอง,,,
623,icyremy,1.73E+18,คนขี่มอไซคบนทางเท้า สวนทาง โดยไม่รู้สึกผิดจนเป็นนิสัย ปากซอย เพชรเกษม 38 เขต #ภาษีเจริญ #ชัชชาติ #ผู้ว่ากทม ขอ ผอ เยาวะสกุล ทองธัญวีรัตน์ โปรดแก้ไข ขอทางเท้าให้คนเดิน 13 ธค 66,"People riding motorbikes on the sidewalk, going in the opposite direction without feeling guilty until it becomes a habit. At the entrance of Soi Phetkasem 38, District #Phasi Charoen #Chatchat #Bangkok Governor asks Director Yaowasakul Thongthanyaweerat to please amend the sidewalk for pedestrians. 13 Dec 66",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-12-13 11:06:58,2024-02-20 20:54:44,https://twitter.com/icyremy/status/1734892665039384842,ภาษีเจริญ,,,
672,NuiChanida,1.73E+18,อิมอไซตรงทองหล่อชอบขับขึ้นฟุตบาท กุไม่หลบมึงต้องจอดให้กุเดินจ้า มีปัญญาชนก็มา,"Motorbikes at Thonglor like to drive up the sidewalk. If you can't hide, you have to stop and let me walk. There are intellectuals also coming.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-12-07 10:56:25,2024-02-20 21:18:44,https://twitter.com/NuiChanida/status/1732715682071232696,ทองหล่อ,,,
1697,Gift_Ilk2,1.69E+18,@nanaicez นอกจากเรื่องตั้งร้านแล้ว ฝากช่วยดูแลเรื่องขับรถ+จอดบนทางเท้าด้วยนะคะ ฟุตบาทเพิ่งทำมาไม่กี่เดือนพังอีกแล้วค่ะ ฟุตบาทช่วงปั๊มปตท.ถึงหัวโค้งเข้าเส้นเอกชัยคนแก่เดินลำบากมากค่ะ,"@nanaicez Apart from setting up a shop, Please help take care of driving + parking on the sidewalk. The footpath was only broken a few months ago. The footpath from the PTT gas station to the curve entering the Ekachai line is very difficult for old people to walk.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เศรษฐศิริ"" OR ""เสนานิคม"" OR ""เสรีไทย"" OR ""เสาชิงช้า"" OR ""เสือป่า"" OR ""เอกชัย"" OR ""เอกมัย"" OR ""แจ้งวัฒนะ"" OR ""แปลงนาม"" OR ""แฮปปี้แลนด์"" OR ""โชคชัย 4"" OR ""ไฟฉาย"" OR ""สยาม"" OR ""เฉลิมเผ่า"")",2023-08-25 1:13:59,2024-02-20 22:11:15,https://twitter.com/Gift_Ilk2/status/1694880768701710838,เอกชัย,,,
1721,kuro_pur,1.69E+18,ชัชชาติมาตรวจหน่อย บรรทัดทอง ขี่บนฟุตบาทกันจนเป็นถนน อิดอก รำคาญ ใช่เรื่องกุต้องมาหลบรถหรอ,"Chatchat, please come check. Banthat Thong. Riding on the sidewalk until it's a road. I'm annoyed and annoyed. Is it a matter of me having to avoid cars?",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-08-22 10:03:29,2024-02-20 21:23:00,https://twitter.com/kuro_pur/status/1693926860848337294,บรรทัดทอง,,,
1734,mkyh2u,1.69E+18,"อาจจะไม่ค่อยขำเท่าไหร่ แต่ขำก็ได้มั้ง

ฟุตบาททองหล่อ ช่วงสุขุมวิท 47-49 ชั้นกำลังโมโหมอไซมันขับบนทางเท้า ทั้งบีบแตร ทั้งมาจี้ตูดทั้งๆที่ก็เป็นที่คนเดินป่ะ

กำลังมอหออยู่เจอจักรยานปั่นสวนทาง ขับโคตรไว มอหอกว่าเดิมแม่งเอ้ย ละคนขับใส่ชุดแปลกมาก สรุปคือพี่นะโพลีแคท","It might not be that funny. But it's okay to laugh.

Thonglor footpath, Sukhumvit 47-49. I'm angry at the motorcycles driving on the sidewalk, honking their horns and tickling my ass even though it's a pedestrian.

I was studying at a dormitory and saw a bicycle traveling in the opposite direction. Driving extremely fast, my dormitory was worse than before. And the driver was wearing very strange clothes. In conclusion, it's Brother Polycat.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ดินแดง"" OR ""ตรีเพชร"" OR ""ตากสิน"" OR ""ทรงวาด"" OR ""ทวีวัฒนา"" OR ""ทองหล่อ"" OR ""ท่าข้าม"" OR ""ท่าดินแดง"" OR ""ท่าทราย"" OR ""ท่าพระ"" OR ""ท้ายวัง"" OR ""ธนิยะ"" OR ""นครปฐม"" OR ""นครราชสีมา"" OR ""นครลุง"")",2023-08-21 4:54:30,2024-02-20 21:18:44,https://twitter.com/mkyh2u/status/1693486714768281611,ทองหล่อ,,,
1754,formysekai,1.69E+18,อยากแจ้งรถทำผิดกฎจราจร แต่รถเป็นทะเบียนต่างประเทศ ทำไรได้มั่ง เหตุเกิดที่ห้วยขวาง รถทะเบียน ตปท จอดบนฟุตบาทหน้าร้าน321bbq ตรงข้ามซ.รัชดา15 มีทุกวันเลย กับรถมอไซด์ไดรเวอร์เดลิเวอรี่จีน นางไม่ติดทะเบียนรถ คุณชัชชาติแก้เกมส์ยังไง รุปนี้ของมะวาน,"I want to report a car that violates traffic rules. But the car has a foreign registration. What can I do? The incident happened in Huai Khwang. A car with foreign registration was parked on the sidewalk in front of the 321bbq shop. Opposite Soi Ratchada 15, there is a Chinese delivery driver every day. She didn't have a license plate on her car. How do you solve the game, Mr. Chatchart? This picture is of Mawan.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-08-19 10:08:56,2024-02-20 22:52:41,https://twitter.com/formysekai/status/1692841065743819039,ห้วยขวาง,,,
1848,PunkuMiruku,1.69E+18,วินมอเตอร์ไซค์ตรงวงเวียนบางเขน ฝั่งไปราชภัฏพระนครนี่ถูกกฎหมายมะ สงสัยมาก ขับขึ้นลงฟุตบาทไม่สนใจคน สูบบุหรี่ขโมงในที่สาธารณะ,"Motorcycle taxi at Bang Khen roundabout On the side to Phranakhon Rajabhat, is this legal? I really doubt it. Driving up and down the sidewalk, not paying attention to people. Smoking during public hours",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-08-07 12:44:53,2024-02-20 20:58:45,https://twitter.com/PunkuMiruku/status/1688531659463991296,พระนคร,,,
1903,piyarak_s,1.68E+18,มีหนนึงออกจากสามย่านไปประชุมที่อมารีดอนเมือง ป้ายให้ออก exit 2 ก็นึกว่ามีทางเชื่อมดิบดี ไม่ค่ะ เดินลงไปเจอฟุตบาทกับวินมอเตอร์ไซค์ ไม่มีทางให้ลง ต้องเดินไปตามทางแคบๆ แล้วกระดึ๊บลงเนินข้ามถนนไปฝั่งหอพัก ทอ. แล้วเดินต่อไปอีกเป็นสิบนาที ส่วนทางเชื่อมอมารีจริงคือในสนามบินดอนเมือง orz,"One time I left Samyan to go to a meeting at Amari Don Mueang. There was a sign to exit at Exit 2. I thought there was a direct connection. No, I walked down and found a footpath and a motorcycle taxi. There's no way to get off. You have to walk along a narrow path. Then climb down the hill, cross the road to the side of the Royal Thai Air Force dormitory and walk for another ten minutes. As for the actual Amari connector, it's in Don Mueang Airport.",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-07-28 15:01:36,2024-02-20 21:55:23,https://twitter.com/piyarak_s/status/1684942186524344321,ดอนเมือง,,,
2217,GGwarinn,1.68E+18,มีจีเนียสกว่านี้ค่ะ ถอดป้ายทะเบียนออกแล้วขับชิลๆบนทางเท้าเพียบบบ พิกัด ถ. อโศก-ดินแดง,There's more genius than this. Take off your license plate and drive leisurely on the sidewalk. Location: Asoke-Din Daeng Rd.,police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-07-02 8:01:13,2024-02-20 22:03:26,https://twitter.com/GGwarinn/status/1675414308929556482,ดินแดง,,,
2248,triedasfuck1,1.67E+18,สมควรจริงบางคน แม่งจอดแช่ข้างฟุตบาทหน้าเซนพระราม9 ไฟขึ้นว่าง พอบอกไปบางกะปิแม่งไม่มองหน้าไม่พูดกับกูเลย นั่งเก๊กหน้าตึงส่ายหัวครั้งเดียว รอเหมาแต่ต่างชาติ,"Some people really deserve it. The motherfucker was parked beside the sidewalk in front of Zen Rama 9. The light was on and free. When I told him to go to Bang Kapi, he didn't look at me or speak to me. Sitting with a tight expression, he shook his head once. Waiting to hire only foreigners",police department,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-06-30 16:53:06,2024-02-20 21:31:19,https://twitter.com/triedasfuck1/status/1674823384281255936,บางกะปิ,,,
